HGNC ID	Approved symbol	Approved name	Status	Previous symbols	Alias symbols	Chromosome	Accession numbers
HGNC:7778	NFATC4	nuclear factor of activated T cells 4	Approved		NFAT3	14q12	BC053855
HGNC:7780	NFE2	nuclear factor, erythroid 2	Approved		NF-E2	12q13.13	BC005044
HGNC:7781	NFE2L1	NFE2 like bZIP transcription factor 1	Approved	TCF11	NRF1, LCR-F1, FLJ00380, NRF-1	17q21.32	AK090459
HGNC:7782	NFE2L2	NFE2 like bZIP transcription factor 2	Approved		NRF2, NRF-2	2q31.2	
HGNC:7783	NFE2L3	NFE2 like bZIP transcription factor 3	Approved		Nrf3	7p15.2	AB010812
HGNC:7784	NFIA	nuclear factor I A	Approved		NFI-L, KIAA1439	1p31.3	U07809
HGNC:7785	NFIB	nuclear factor I B	Approved		NFI-RED, NFIB2, NFIB3	9p23-p22.3	U07810
HGNC:7786	NFIC	nuclear factor I C	Approved	NFI	CTF, NF-I, CTF5	19p13.3	X12492
HGNC:7787	NFIL3	nuclear factor, interleukin 3 regulated	Approved	IL3BP1	E4BP4, NFIL3A, NF-IL3A	9q22.31	X64318
HGNC:52681	NFILZ	NFIL3 like basic leucine zipper	Approved	LINC01862		19p13.2	
HGNC:7788	NFIX	nuclear factor I X	Approved		NF1A	19p13.13	U18761
HGNC:7794	NFKB1	nuclear factor kappa B subunit 1	Approved		KBF1, p105, NFKB-p50, p50, NF-kappaB, NFkappaB, NF-kB1	4q24	M58603
HGNC:7795	NFKB2	nuclear factor kappa B subunit 2	Approved		LYT-10, p52, p105, NF-kB2, p49/p100	10q24.32	X61498
HGNC:7797	NFKBIA	NFKB inhibitor alpha	Approved	NFKBI	IKBA, MAD-3, IkappaBalpha	14q13.2	
HGNC:7798	NFKBIB	NFKB inhibitor beta	Approved		IKBB, TRIP9	19q13.2	L40407
HGNC:15671	NFKBID	NFKB inhibitor delta	Approved		TA-NFKBH, IkappaBNS, IkBNS	19q13.12	AF385434
HGNC:7799	NFKBIE	NFKB inhibitor epsilon	Approved		IKBE	6p21.1	U91616
HGNC:7800	NFKBIL1	NFKB inhibitor like 1	Approved	NFKBIL	IKBL	6p21.33	X77909
HGNC:29805	NFKBIZ	NFKB inhibitor zeta	Approved		MAIL, FLJ34463, INAP	3q12.3	AF548362
HGNC:7802	NFRKB	nuclear factor related to kappaB binding protein	Approved		DKFZp547B2013, INO80G	11q24.3	
HGNC:15910	NFS1	NFS1 cysteine desulfurase	Approved		NifS, IscS	20q11.22	AF097025
HGNC:16287	NFU1	NFU1 iron-sulfur cluster scaffold	Approved	HIRIP5	CGI-33, NifU, NIFUC	2p13.3	AJ132584
HGNC:7803	NFX1	nuclear transcription factor, X-box binding 1	Approved		NFX2, MGC20369, Tex42, TEG-42	9p12	U19759
HGNC:18726	NFXL1	nuclear transcription factor, X-box binding like 1	Approved		HOZFP	4p12	AY134856
HGNC:7804	NFYA	nuclear transcription factor Y subunit alpha	Approved		HAP2, CBF-B, NF-YA	6p21.1	
HGNC:7805	NFYB	nuclear transcription factor Y subunit beta	Approved		CBF-A, HAP3, NF-YB	12q23.3	
HGNC:7806	NFYC	nuclear transcription factor Y subunit gamma	Approved		CBF-C, NF-YC	1p34.2	U78774
HGNC:14077	NGB	neuroglobin	Approved			14q24.3	AJ245946
HGNC:20271	NGDN	neuroguidin	Approved	C14orf120	DKFZP564O092, LCP5, lpd-2, NGD, CANu1	14q11.2	AK022215
HGNC:7807	NGEF	neuronal guanine nucleotide exchange factor	Approved		ARHGEF27	2q37.1	AJ238899
HGNC:7808	NGF	nerve growth factor	Approved	NGFB		1p13.2	
HGNC:7809	NGFR	nerve growth factor receptor	Approved		TNFRSF16, CD271, p75NTR	17q21.33	M14764
HGNC:17646	NGLY1	N-glycanase 1	Approved		FLJ11005, PNG1, PNG-1	3p24.2	AF250924
HGNC:18077	NGRN	neugrin, neurite outgrowth associated	Approved		DSC92	15q26.1	AB029315
HGNC:25737	NHEJ1	non-homologous end joining factor 1	Approved		Cernunnos, XLF, FLJ12610	2q35	AJ972687
HGNC:11075	NHERF1	NHERF family PDZ scaffold protein 1	Approved	SLC9A3R1	NHERF, EBP50, NHERF-1, NHE-RF	17q25.1	AF015926
HGNC:11076	NHERF2	NHERF family PDZ scaffold protein 2	Approved	SLC9A3R2	SIP-1, TKA-1, NHERF-2, E3KARP, OCTS2	16p13.3	AF004900
HGNC:19891	NHERF4	NHERF family PDZ scaffold protein 4	Approved	PDZK2, PDZD3	FLJ22756, IKEPP, NaPi-Cap2	11q23.3	AK091966
HGNC:7817	NHLH1	nescient helix-loop-helix 1	Approved	HEN1	NSCL, NSCL1, bHLHa35	1q23.2	BC013789
HGNC:7818	NHLH2	nescient helix-loop-helix 2	Approved	HEN2	NSCL2, bHLHa34	1p13.1	
HGNC:21576	NHLRC1	NHL repeat containing E3 ubiquitin protein ligase 1	Approved		bA204B7.2, EPM2B	6p22.3	AY324849
HGNC:24731	NHLRC2	NHL repeat containing 2	Approved		FLJ25621, FLJ20147, FLJ33312, MGC45492, DKFZp779F115	10q25.3	AK090631
HGNC:33751	NHLRC3	NHL repeat containing 3	Approved			13q13.3	
HGNC:26700	NHLRC4	NHL repeat containing 4	Approved			16p13.3	
HGNC:14377	NHP2	NHP2 ribonucleoprotein	Approved	NOLA2	FLJ20479	5q35.3	AF161404
HGNC:7820	NHS	NHS actin remodeling regulator	Approved			Xp22.2-p22.13	
HGNC:21021	NHSL1	NHS like 1	Approved	C6orf63	bA43P8.1, KIAA1357	6q24.1	AB037778
HGNC:33737	NHSL2	NHS like 2	Approved			Xq13.1	
HGNC:16784	NIBAN1	niban apoptosis regulator 1	Approved	C1orf24, FAM129A	NIBAN, GIG39	1q25.3	AF288391
HGNC:25282	NIBAN2	niban apoptosis regulator 2	Approved	C9orf88, FAM129B	DKFZP434H0820, FLJ13518, FLJ22151, FLJ22298, bA356B19.6, MINERVA	9q34.11	AF151783
HGNC:24130	NIBAN3	niban apoptosis regulator 3	Approved	FAM129C	FLJ39802, BCNP1	19p13.11	AY254198
HGNC:18317	NICN1	nicolin 1, tubulin polyglutamylase complex subunit	Approved		MGC12936	3p21.31	AJ299740
HGNC:7821	NID1	nidogen 1	Approved	NID	entactin	1q42.3	BC045606
HGNC:13389	NID2	nidogen 2	Approved			14q22.1	AB009799
HGNC:13390	NIF3L1	NGG1 interacting factor 3 like 1	Approved	ALS2CR1	CALS-7, MDS015	2q33.1	AB038949
HGNC:17838	NIFK	nucleolar protein interacting with the FHA domain of MKI67	Approved	MKI67IP	Nopp34, hNIFK	2q14.3	AB044971
HGNC:28646	NIM1K	NIM1 serine/threonine protein kinase	Approved		MGC42105, NIM1	5p12	BC036422
HGNC:14906	NIN	ninein	Approved			14q22.1	AF212162
HGNC:7824	NINJ1	ninjurin 1	Approved		NIN1	9q22.31	U91512
HGNC:7825	NINJ2	ninjurin 2	Approved			12p13.33	AF205633
HGNC:29163	NINL	ninein like	Approved		KIAA0980, NLP	20p11.21	
HGNC:24328	NIP7	nucleolar pre-rRNA processing protein NIP7	Approved		CGI-37, FLJ10296, HSPC031, KD93	16q22.1	AB112439
HGNC:17043	NIPA1	NIPA magnesium transporter 1	Approved	SPG6	MGC35570, SLC57A1	15q11.2	BK001020
HGNC:17044	NIPA2	NIPA magnesium transporter 2	Approved		SLC57A2	15q11.2	AY732242
HGNC:27194	NIPAL1	NIPA like domain containing 1	Approved	NPAL1	DKFZp686A06115, SLC57A3, NIPA3	4p12	BC067881
HGNC:25854	NIPAL2	NIPA like domain containing 2	Approved	NPAL2	FLJ13955, SLC57A4	8q22.2	AK024017
HGNC:25233	NIPAL3	NIPA like domain containing 3	Approved	NPAL3	DJ462O23.2, SLC57A5	1p36.11	BX640883
HGNC:28018	NIPAL4	NIPA like domain containing 4	Approved		ICHYN, SLC57A6, NIPA4	5q33.3	AK026158
HGNC:28862	NIPBL	NIPBL cohesin loading factor	Approved		IDN3, DKFZp434L1319, FLJ11203, FLJ12597, FLJ13354, FLJ13648, Scc2	5p13.2	AB019494
HGNC:7827	NIPSNAP1	nipsnap homolog 1	Approved			22q12.2	AJ001258
HGNC:4179	NIPSNAP2	nipsnap homolog 2	Approved	GBAS		7p11.2	AF029786
HGNC:23619	NIPSNAP3A	nipsnap homolog 3A	Approved		DKFZp564D177, FLJ13953, HSPC299, MGC14553, NIPSNAP4, TassC	9q31.1	BC005935
HGNC:23641	NIPSNAP3B	nipsnap homolog 3B	Approved		FLJ11275, NIPSNAP3, SNAP1	9q31.1	BC017914
HGNC:18006	NISCH	nischarin	Approved		KIAA0975, I-1, IRAS	3p21.1	AF082516
HGNC:7828	NIT1	nitrilase 1	Approved			1q23.3	AF069984
HGNC:29878	NIT2	nitrilase family member 2	Approved			3q12.2	AF284574
HGNC:25743	NKAIN1	sodium/potassium transporting ATPase interacting 1	Approved	FAM77C	FLJ12650	1p35.2	AK022712
HGNC:16443	NKAIN2	sodium/potassium transporting ATPase interacting 2	Approved	TCBA1	FAM77B	6q22.31	AB070452
HGNC:26829	NKAIN3	sodium/potassium transporting ATPase interacting 3	Approved	FAM77D, NKAIN3-IT1	FLJ39630	8q12.3	AK096949
HGNC:16191	NKAIN4	sodium/potassium transporting ATPase interacting 4	Approved	C20orf58	bA261N11.2, FAM77A	20q13.33	BC041812
HGNC:29873	NKAP	NFKB activating protein	Approved		FLJ22626	Xq24	BC012770
HGNC:25569	NKAPD1	NKAP domain containing 1	Approved	C11orf57	FLJ10726	11q23.1	BX538107
HGNC:21584	NKAPL	NFKB activating protein like	Approved	C6orf194	bA424I5.1	6p22.1	BC038240
HGNC:17045	NKD1	NKD inhibitor of WNT signaling pathway 1	Approved			16q12.1	AF358135
HGNC:17046	NKD2	NKD inhibitor of WNT signaling pathway 2	Approved		Naked2	5p15.33	AF358137
HGNC:7830	NKG7	natural killer cell granule protein 7	Approved		GIG1, GMP-17	19q13.41	
HGNC:17899	NKIRAS1	NFKB inhibitor interacting Ras like 1	Approved		KBRAS1, kappaB-Ras1	3p24.2	AF229839
HGNC:17898	NKIRAS2	NFKB inhibitor interacting Ras like 2	Approved		KBRAS2, DKFZP434N1526, kappaB-Ras2	17q21.2	AF229840
HGNC:24739	NKPD1	NTPase KAP family P-loop domain containing 1	Approved		FLJ33600	19q13.32	AK090919
HGNC:19374	NKRF	NFKB repressing factor	Approved		ITBA4, NRF	Xq24	AJ011812
HGNC:7833	NKTR	natural killer cell triggering receptor	Approved		p104	3p22.1	
HGNC:24975	NKX1-1	NK1 homeobox 1	Approved		HSPX153, SAX2	4p16.3	X76978
HGNC:31652	NKX1-2	NK1 homeobox 2	Approved	C10orf121	bB238F13.2	10q26.13	CN285329
HGNC:11825	NKX2-1	NK2 homeobox 1	Approved	NKX2A, BCH, TITF1	TTF-1, TTF1	14q13.3	
HGNC:7835	NKX2-2	NK2 homeobox 2	Approved	NKX2B	NKX2.2	20p11.22	AF019415
HGNC:7836	NKX2-3	NK2 homeobox 3	Approved	NKX2C	NKX2.3, CSX3, NKX4-3	10q24.2	
HGNC:7837	NKX2-4	NK2 homeobox 4	Approved	NKX2D	NKX2.4	20p11.22	
HGNC:2488	NKX2-5	NK2 homeobox 5	Approved	CSX, NKX2E	CSX1, NKX2.5, NKX4-1	5q34	AB021133
HGNC:32940	NKX2-6	NK2 homeobox 6	Approved		CSX2, NKX4-2	8p21.2	CN272646
HGNC:16364	NKX2-8	NK2 homeobox 8	Approved	NKX2H	NKX2.8, Nkx2-9	14q13.3	
HGNC:7838	NKX3-1	NK3 homeobox 1	Approved	NKX3A	NKX3.1, BAPX2	8p21.2	
HGNC:951	NKX3-2	NK3 homeobox 2	Approved	BAPX1	NKX3B, NKX3.2	4p15.33	AF009801
HGNC:7839	NKX6-1	NK6 homeobox 1	Approved	NKX6A	Nkx6.1	4q21.23	AH007313
HGNC:19321	NKX6-2	NK6 homeobox 2	Approved		NKX6B, GTX, NKX6.1	10q26.3	AF184215
HGNC:26328	NKX6-3	NK6 homeobox 3	Approved		FLJ25169	8p11.21	AK057898
HGNC:19889	NLE1	notchless homolog 1	Approved	NLE	FLJ10458	17q12	
HGNC:14291	NLGN1	neuroligin 1	Approved		KIAA1070	3q26.31	AB028993
HGNC:14290	NLGN2	neuroligin 2	Approved		KIAA1366	17p13.1	AB037787
HGNC:14289	NLGN3	neuroligin 3	Approved		HNL3, KIAA1480, ASPGX1, AUTSX1	Xq13.1	AB040913
HGNC:14287	NLGN4X	neuroligin 4 X-linked	Approved	NLGN4	KIAA1260, NLGN, HLNX	Xp22.32-p22.31	AB033086
HGNC:15529	NLGN4Y	neuroligin 4 Y-linked	Approved		KIAA0951	Yq11.221	
HGNC:29858	NLK	nemo like kinase	Approved			17q11.2	AF197898
HGNC:16058	NLN	neurolysin	Approved	AGTBP	KIAA1226	5q12.3	AJ300837
HGNC:29889	NLRC3	NLR family CARD domain containing 3	Approved		CLR16.2, FLJ00348, NOD3	16p13.3	BK001112
HGNC:16412	NLRC4	NLR family CARD domain containing 4	Approved	CARD12	CLAN1, ipaf, CLANA, CLANB, CLANC, CLAND, CLR2.1, CLAN	2p22.3	AF376061
HGNC:29933	NLRC5	NLR family CARD domain containing 5	Approved		NOD27, CLR16.1, FLJ21709	16q13	AF389420
HGNC:14374	NLRP1	NLR family pyrin domain containing 1	Approved	NALP1, SLEV1	KIAA0926, DKFZp586O1822, CARD7, NAC, CLR17.1, DEFCAP, VAMAS1	17p13	AB023143
HGNC:22948	NLRP2	NLR family pyrin domain containing 2	Approved	NALP2	FLJ20510, PYPAF2, NBS1, PAN1, CLR19.9	19q13.42	AK000517
HGNC:29887	NLRP2B	NLR family pyrin domain containing 2B	Approved	NLRP2P	NOD24, NALP2P, CLRX.1, POP4	Xp11.21	BK001116
HGNC:16400	NLRP3	NLR family pyrin domain containing 3	Approved	C1orf7, CIAS1, DFNA34	AGTAVPRL, AII, AVP, FCAS, FCU, NALP3, PYPAF1, MWS, CLR1.1	1q44	AF054176
HGNC:22943	NLRP4	NLR family pyrin domain containing 4	Approved	NALP4	PYPAF4, FLJ32126, PAN2, RNH2, CLR19.5, CT58	19q13.43	AF479747
HGNC:21269	NLRP5	NLR family pyrin domain containing 5	Approved	NALP5	PYPAF8, MATER, PAN11, CLR19.8	19q13.43	AY154460
HGNC:22944	NLRP6	NLR family pyrin domain containing 6	Approved	NALP6	PYPAF5, PAN3, CLR11.4	11p15.5	AF479748
HGNC:22947	NLRP7	NLR family pyrin domain containing 7	Approved	NALP7	PYPAF3, NOD12, PAN7, CLR19.4	19q13.42	AF464765
HGNC:22940	NLRP8	NLR family pyrin domain containing 8	Approved	NALP8	NOD16, PAN4, CLR19.2	19q13.43	AY154463
HGNC:22941	NLRP9	NLR family pyrin domain containing 9	Approved	NALP9	NOD6, PAN12, CLR19.1	19q13.42	AY154464
HGNC:21464	NLRP10	NLR family pyrin domain containing 10	Approved	NALP10	NOD8, PAN5, Pynod, CLR11.1	11p15.4	AY154465
HGNC:22945	NLRP11	NLR family pyrin domain containing 11	Approved	NALP11	PYPAF6, NOD17, PAN10, CLR19.6	19q13.43	AY095145
HGNC:22938	NLRP12	NLR family pyrin domain containing 12	Approved	NALP12	RNO2, PYPAF7, Monarch1, PAN6, CLR19.3	19q13.42	AY095146
HGNC:22937	NLRP13	NLR family pyrin domain containing 13	Approved	NALP13	NOD14, PAN13, CLR19.7	19q13.43	AY154468
HGNC:22939	NLRP14	NLR family pyrin domain containing 14	Approved	NALP14	NOD5, GC-LRR, Nalp-iota, PAN8, CLR11.2	11p15.4	BK001107
HGNC:29890	NLRX1	NLR family member X1	Approved		NOD9, CLR11.3	11q23.3	AB094095
HGNC:7842	NMB	neuromedin B	Approved		MGC2277, MGC3936, MGC17211	15q25.2	
HGNC:7843	NMBR	neuromedin B receptor	Approved		BB1, BB1R, BRS1	6q24.1	
HGNC:24250	NMD3	NMD3 ribosome export adaptor	Approved		CGI-07	3q26.1	BC013317
HGNC:7849	NME1	NME/NM23 nucleoside diphosphate kinase 1	Approved		NM23, NM23-H1, NDPKA	17q21.33	AL360191, X17620
HGNC:7850	NME2	NME/NM23 nucleoside diphosphate kinase 2	Approved		NM23-H2, NDPKB	17q21.33	X58965
HGNC:7851	NME3	NME/NM23 nucleoside diphosphate kinase 3	Approved		DR-nm23, NM23-H3, NDPKC	16p13.3	U29656
HGNC:7852	NME4	NME/NM23 nucleoside diphosphate kinase 4	Approved		nm23-H4, NM23H4, NDPKD	16p13.3	Y07604
HGNC:7853	NME5	NME/NM23 family member 5	Approved		nm23-H5, RSPH23	5q31.2	Y14992
HGNC:20567	NME6	NME/NM23 nucleoside diphosphate kinase 6	Approved		NM23-H6, IPIA-ALPHA	3p21.31	AF051941
HGNC:20461	NME7	NME/NM23 family member 7	Approved		FLJ37194, NM23-H7, CFAP67	1q24.2	AF153191
HGNC:16473	NME8	NME/NM23 family member 8	Approved	TXNDC3	CILD6, SPTRX2, NM23-H8, DNAI8	7p14.1	AF202051
HGNC:21343	NME9	NME/NM23 family member 9	Approved	TXNDC6	TXL-2, NM23-H9	3q22.3	AF196568
HGNC:7854	NMI	N-myc and STAT interactor	Approved			2q23.3	U32849
HGNC:17877	NMNAT1	nicotinamide nucleotide adenylyltransferase 1	Approved	LCA9	NMNAT, PNAT1	1p36.22	AF312734
HGNC:16789	NMNAT2	nicotinamide nucleotide adenylyltransferase 2	Approved	C1orf15	KIAA0479, PNAT2	1q25.3	AF288395
HGNC:20989	NMNAT3	nicotinamide nucleotide adenylyltransferase 3	Approved		PNAT3	3q23	AF345564
HGNC:24987	NMRAL1	NmrA like redox sensor 1	Approved		FLJ25918, HSCARG, SDR48A1	16p13.3	AF225419
HGNC:26057	NMRK1	nicotinamide riboside kinase 1	Approved	C9orf95	FLJ20559, NRK1, bA235O14.2	9q21.13	AK097144
HGNC:17871	NMRK2	nicotinamide riboside kinase 2	Approved	ITGB1BP3	MIBP, NRK2	19p13.3	AF190819
HGNC:32203	NMS	neuromedin S	Approved			2q11.2	AB164464
HGNC:7857	NMT1	N-myristoyltransferase 1	Approved		NMT	17q21.31	
HGNC:7858	NMT2	N-myristoyltransferase 2	Approved			10p13	AF043325
HGNC:7859	NMU	neuromedin U	Approved			4q12	X76029
HGNC:4518	NMUR1	neuromedin U receptor 1	Approved	GPR66	GPC-R, FM-3, NMU1R	2q37.1	AF044600
HGNC:16454	NMUR2	neuromedin U receptor 2	Approved	NMU2R		5q33.1	AF242874
HGNC:7860	NNAT	neuronatin	Approved		Peg5	20q11.23	
HGNC:7861	NNMT	nicotinamide N-methyltransferase	Approved			11q23.2	U08021
HGNC:7863	NNT	nicotinamide nucleotide transhydrogenase	Approved			5p12	U40490
HGNC:28473	NOA1	nitric oxide associated 1	Approved	C4orf14	MGC3232, hAtNOS1, hNOA1, MTG3	4q12	AK098215
HGNC:29540	NOB1	NIN1 (RPN12) binding protein 1 homolog	Approved	PSMD8BP1	NOB1P, ART-4, MST158	16q22.1	AB026125
HGNC:22448	NOBOX	NOBOX oogenesis homeobox	Approved		OG2, Og2x	7q35	
HGNC:24517	NOC2L	NOC2 like nucleolar associated transcriptional repressor	Approved		DKFZP564C186, NET7, NET15, NIR, PPP1R112	1p36.33	AL050019
HGNC:24034	NOC3L	NOC3 like DNA replication regulator	Approved	C10orf117	AD24, FLJ12820, FAD24	10q23.33	AL355341
HGNC:28461	NOC4L	nucleolar complex associated 4 homolog	Approved		MGC3162, NET49, UTP19, Noc4	12q24.33	
HGNC:14254	NOCT	nocturnin	Approved	CCRN4L	CCR4L, Ccr4c, NOC	4q31.1	AF183961
HGNC:16390	NOD1	nucleotide binding oligomerization domain containing 1	Approved	CARD4	NLRC1, CLR7.1	7p14.3	AF126484
HGNC:5331	NOD2	nucleotide binding oligomerization domain containing 2	Approved	IBD1, CARD15	BLAU, CD, PSORAS1, CLR16.3, NLRC2	16q12.1	AF178930
HGNC:7865	NODAL	nodal growth differentiation factor	Approved			10q22.1	BC033585
HGNC:7866	NOG	noggin	Approved	SYNS1, SYM1		17q22	U31202
HGNC:7869	NOL3	nucleolar protein 3	Approved		ARC, NOP30, MYP, CARD2	16q22.1	AF043244
HGNC:7870	NOL4	nucleolar protein 4	Approved		NOLP, HRIHFB2255, CT125	18q12.1	AB017800
HGNC:16106	NOL4L	nucleolar protein 4 like	Approved	C20orf113, C20orf112	dJ1184F4.2, DKFZP566G1424, dJ1184F4.4	20q11.21	AL034550
HGNC:19910	NOL6	nucleolar protein 6	Approved		bA311H10.1, Nrap, FLJ21959, MGC14896, MGC14921, MGC20838, UTP22	9p13.3	AF361079
HGNC:21040	NOL7	nucleolar protein 7	Approved	C6orf90, PQBP3	NOP27, RARG-1, dJ223E5.2	6p23	AF172066
HGNC:23387	NOL8	nucleolar protein 8	Approved	C9orf34	FLJ20736, Nop132	9q22.31	AB109030
HGNC:26265	NOL9	nucleolar protein 9	Approved		FLJ23323, NET6, Grc3	1p36.31	AK091284
HGNC:25862	NOL10	nucleolar protein 10	Approved	PQBP5	FLJ14075	2p25.1	AK024137
HGNC:24557	NOL11	nucleolar protein 11	Approved		DKFZP586L0724	17q24.2	AK023702
HGNC:28585	NOL12	nucleolar protein 12	Approved		MGC3731, Nop25, RRP17	22q13.1	Z83844
HGNC:15608	NOLC1	nucleolar and coiled-body phosphoprotein 1	Approved		P130, KIAA0035, NOPP140, NOPP130, Srp40	10q24.32	Z34289
HGNC:13244	NOM1	nucleolar protein with MIF4G domain 1	Approved	C7orf3	SGD1, PPP1R113	7q36.3	AF107455
HGNC:30060	NOMO1	NODAL modulator 1	Approved		PM5	16p13.11	X57398
HGNC:22652	NOMO2	NODAL modulator 2	Approved		NOMO, PM5	16p12.3	AL512687
HGNC:25242	NOMO3	NODAL modulator 3	Approved			16p13.11	AK125530
HGNC:7871	NONO	non-POU domain containing octamer binding	Approved		NRB54, NMT55, P54NRB, P54, PPP1R114	Xq13.1	L14599
HGNC:7867	NOP2	NOP2 nucleolar protein	Approved	NOL1	NOP120, NSUN1, p120	12p13.31	
HGNC:19826	NOP9	NOP9 nucleolar protein	Approved	C14orf21		14q12	
HGNC:14378	NOP10	NOP10 ribonucleoprotein	Approved	NOLA3	NOP10P, MGC70651	15q14	AB043103
HGNC:16821	NOP14	NOP14 nucleolar protein	Approved	C4orf9, NOL14	RES4-25, UTP2	4p16.3	AB000467
HGNC:26934	NOP16	NOP16 nucleolar protein	Approved		HSPC111, HSPC185, LOC51491	5q35.2	
HGNC:4333	NOP53	NOP53 ribosome biogenesis factor	Approved	GLTSCR2	PICT-1, PICT1	19q13.33	AF182076
HGNC:15911	NOP56	NOP56 ribonucleoprotein	Approved	NOL5A	SCA36	20p13	Y12065
HGNC:29926	NOP58	NOP58 ribonucleoprotein	Approved		NOP5, HSPC120	2q33.1	
HGNC:28628	NOPCHAP1	NOP protein chaperone 1	Approved	C12orf45	MGC40397, DDSR1	12q23.3	BC032326
HGNC:7872	NOS1	nitric oxide synthase 1	Approved	NOS	nNOS	12q24.22	
HGNC:16859	NOS1AP	nitric oxide synthase 1 adaptor protein	Approved		KIAA0464, CAPON	1q23.3	AB007933
HGNC:7873	NOS2	nitric oxide synthase 2	Approved	NOS2A	iNOS, NOS, HEP-NOS	17q11.2	U20141
HGNC:7876	NOS3	nitric oxide synthase 3	Approved		ECNOS, eNOS	7q36.1	
HGNC:17946	NOSIP	nitric oxide synthase interacting protein	Approved		CGI-25	19q13.33	AF132959
HGNC:20203	NOSTRIN	nitric oxide synthase trafficking	Approved		MGC20702	2q24.3	AJ532842
HGNC:7881	NOTCH1	notch receptor 1	Approved	TAN1		9q34.3	AF308602
HGNC:7882	NOTCH2	notch receptor 2	Approved			1p12	AF315356
HGNC:31862	NOTCH2NLA	notch 2 N-terminal like A	Approved	NOTCH2NL	N2N	1q21.1	
HGNC:53923	NOTCH2NLB	notch 2 N-terminal like B	Approved			1q21.2	
HGNC:53924	NOTCH2NLC	notch 2 N-terminal like C	Approved			1q21.2	
HGNC:53925	NOTCH2NLR	notch 2 N-terminal like R	Approved			1p11.2	
HGNC:7883	NOTCH3	notch receptor 3	Approved	CADASIL	CASIL	19p13.12	U97669
HGNC:7884	NOTCH4	notch receptor 4	Approved	INT3		6p21.32	
HGNC:31839	NOTO	notochord homeobox	Approved			2p13.2	
HGNC:27106	NOTUM	notum, palmitoleoyl-protein carboxylesterase	Approved			17q25.3	BC060882
HGNC:7886	NOVA1	NOVA alternative splicing regulator 1	Approved		NOVA-1	14q12	U04840
HGNC:7887	NOVA2	NOVA alternative splicing regulator 2	Approved	NOVA3	ANOVA, NOVA-2	19q13.32	U70477
HGNC:7889	NOX1	NADPH oxidase 1	Approved		NOH1, NOH-1, MOX1, GP91-2, NOH-1L	Xq22.1	AF127763
HGNC:7890	NOX3	NADPH oxidase 3	Approved		GP91-3	6q25.3	AF190122
HGNC:7891	NOX4	NADPH oxidase 4	Approved		KOX-1, KOX	11q14.3	AF254621
HGNC:14874	NOX5	NADPH oxidase 5	Approved		NOX5A, NOX5B	15q23	AF317889
HGNC:10668	NOXA1	NADPH oxidase activator 1	Approved	SDCCAG31	NY-CO-31, FLJ25475	9q34.3	AF039697
HGNC:19404	NOXO1	NADPH oxidase organizer 1	Approved		P41NOXA, P41NOXB, P41NOXC, SH3PXD5, SNX28	16p13.3	AF532985
HGNC:20487	NOXRED1	NADP dependent oxidoreductase domain containing 1	Approved	C14orf148	FLJ32809	14q24.3	AK057371
HGNC:1190	NPAP1	nuclear pore associated protein 1	Approved	C15orf2		15q11.2	AF179681
HGNC:53980	NPAP1L	nuclear pore associated protein 1 like	Approved			16q21	
HGNC:7894	NPAS1	neuronal PAS domain protein 1	Approved		MOP5, PASD5, bHLHe11	19q13.32	U77968
HGNC:7895	NPAS2	neuronal PAS domain protein 2	Approved		MOP4, PASD4, bHLHe9	2q11.2	U77970
HGNC:19311	NPAS3	neuronal PAS domain protein 3	Approved		MOP6, PASD6, bHLHe12	14q13.1	AF164438
HGNC:18983	NPAS4	neuronal PAS domain protein 4	Approved		PASD10, NXF, Le-PAS, bHLHe79	11q13.2	AB049469
HGNC:7896	NPAT	nuclear protein, coactivator of histone transcription	Approved		E14, p220	11q22.3	X97186
HGNC:30099	NPB	neuropeptide B	Approved		PPL7, PPNPB	17q25.3	
HGNC:4522	NPBWR1	neuropeptides B and W receptor 1	Approved	GPR7		8q11.23	BC033145
HGNC:4530	NPBWR2	neuropeptides B and W receptor 2	Approved	GPR8		20q13.33	U22492
HGNC:7897	NPC1	NPC intracellular cholesterol transporter 1	Approved		SLC65A1	18q11.2	AF002020
HGNC:7898	NPC1L1	NPC1 like intracellular cholesterol transporter 1	Approved		SLC65A2	7p13	
HGNC:14537	NPC2	NPC intracellular cholesterol transporter 2	Approved		HE1, NP-C2, EDDM1	14q24.3	X67698
HGNC:7899	NPDC1	neural proliferation, differentiation and control 1	Approved		DKFZp586J0523, CAB-, CAB1	9q34.3	AF285836
HGNC:16244	NPEPL1	aminopeptidase like 1	Approved		FLJ11583, bA261P9.2	20q13.32	AK021645
HGNC:7900	NPEPPS	aminopeptidase puromycin sensitive	Approved		PSA, MP100	17q21.32	Y07701
HGNC:7901	NPFF	neuropeptide FF-amide peptide precursor	Approved		FMRFAL	12q13.13	AF005271
HGNC:17425	NPFFR1	neuropeptide FF receptor 1	Approved	GPR147	OT7T022, NPFF1R1	10q22.1	AB040104
HGNC:4525	NPFFR2	neuropeptide FF receptor 2	Approved	GPR74	NPFF2, NPGPR	4q13.3	AF236083
HGNC:7905	NPHP1	nephrocystin 1	Approved	NPH1	JBTS4, SLSN1	2q13	AF023674
HGNC:7907	NPHP3	nephrocystin 3	Approved		NPH3, KIAA2000, FLJ30691, FLJ36696, MKS7, SLSN3, CFAP31	3q22.1	AB056657
